Van (datum);Van (tijdstip);Tot (datum);Tot (tijdstip);EAN-code;Meter;Metertype;Register;Volume;Eenheid;Validatiestatus;Omschrijving
09-02-2025;00:00:00;10-02-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;0,000;kWh;Gevalideerd;
09-02-2025;00:00:00;10-02-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;771,375;kWh;Gevalideerd;
09-02-2025;00:00:00;10-02-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
09-02-2025;00:00:00;10-02-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;21,175;kVArh;Gevalideerd;
09-02-2025;00:00:00;10-02-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;7,975;kVArh;Gevalideerd;
10-02-2025;00:00:00;11-02-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;1895,575;kWh;Gevalideerd;
10-02-2025;00:00:00;11-02-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;302,225;kWh;Gevalideerd;
10-02-2025;00:00:00;11-02-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;461,101;kVArh;Gevalideerd;
10-02-2025;00:00:00;11-02-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;29,700;kVArh;Gevalideerd;
10-02-2025;00:00:00;11-02-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;1203,675;kVArh;Gevalideerd;
11-02-2025;00:00:00;12-02-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;2943,325;kWh;Gevalideerd;
11-02-2025;00:00:00;12-02-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;604,725;kWh;Gevalideerd;
11-02-2025;00:00:00;12-02-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;953,174;kVArh;Gevalideerd;
11-02-2025;00:00:00;12-02-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;34,650;kVArh;Gevalideerd;
11-02-2025;00:00:00;12-02-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;2464,550;kVArh;Gevalideerd;
12-02-2025;00:00:00;13-02-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;2126,025;kWh;Gevalideerd;
12-02-2025;00:00:00;13-02-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;253,825;kWh;Gevalideerd;
12-02-2025;00:00:00;13-02-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;657,863;kVArh;Gevalideerd;
12-02-2025;00:00:00;13-02-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;89,100;kVArh;Gevalideerd;
12-02-2025;00:00:00;13-02-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;1558,150;kVArh;Gevalideerd;
13-02-2025;00:00:00;14-02-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;2765,675;kWh;Gevalideerd;
13-02-2025;00:00:00;14-02-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;477,675;kWh;Gevalideerd;
13-02-2025;00:00:00;14-02-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;954,292;kVArh;Gevalideerd;
13-02-2025;00:00:00;14-02-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;73,700;kVArh;Gevalideerd;
13-02-2025;00:00:00;14-02-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;2327,875;kVArh;Gevalideerd;
14-02-2025;00:00:00;15-02-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;1534,775;kWh;Gevalideerd;
14-02-2025;00:00:00;15-02-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;400,125;kWh;Gevalideerd;
14-02-2025;00:00:00;15-02-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;383,008;kVArh;Gevalideerd;
14-02-2025;00:00:00;15-02-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;110,275;kVArh;Gevalideerd;
14-02-2025;00:00:00;15-02-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;1040,875;kVArh;Gevalideerd;
15-02-2025;00:00:00;16-02-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;0,000;kWh;Gevalideerd;
15-02-2025;00:00:00;16-02-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;623,975;kWh;Gevalideerd;
15-02-2025;00:00:00;16-02-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
15-02-2025;00:00:00;16-02-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;152,350;kVArh;Gevalideerd;
15-02-2025;00:00:00;16-02-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
16-02-2025;00:00:00;17-02-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;0,000;kWh;Gevalideerd;
16-02-2025;00:00:00;17-02-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;620,400;kWh;Gevalideerd;
16-02-2025;00:00:00;17-02-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
16-02-2025;00:00:00;17-02-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;156,200;kVArh;Gevalideerd;
16-02-2025;00:00:00;17-02-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
17-02-2025;00:00:00;18-02-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;1521,575;kWh;Gevalideerd;
17-02-2025;00:00:00;18-02-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;265,925;kWh;Gevalideerd;
17-02-2025;00:00:00;18-02-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;316,400;kVArh;Gevalideerd;
17-02-2025;00:00:00;18-02-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;96,525;kVArh;Gevalideerd;
17-02-2025;00:00:00;18-02-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;872,850;kVArh;Gevalideerd;
18-02-2025;00:00:00;19-02-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;2330,900;kWh;Gevalideerd;
18-02-2025;00:00:00;19-02-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;336,875;kWh;Gevalideerd;
18-02-2025;00:00:00;19-02-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;562,921;kVArh;Gevalideerd;
18-02-2025;00:00:00;19-02-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;37,125;kVArh;Gevalideerd;
18-02-2025;00:00:00;19-02-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;1570,800;kVArh;Gevalideerd;
19-02-2025;00:00:00;20-02-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;2760,725;kWh;Gevalideerd;
19-02-2025;00:00:00;20-02-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;528,000;kWh;Gevalideerd;
19-02-2025;00:00:00;20-02-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;731,118;kVArh;Gevalideerd;
19-02-2025;00:00:00;20-02-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;26,675;kVArh;Gevalideerd;
19-02-2025;00:00:00;20-02-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;2072,125;kVArh;Gevalideerd;
20-02-2025;00:00:00;21-02-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;2759,625;kWh;Gevalideerd;
20-02-2025;00:00:00;21-02-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;607,200;kWh;Gevalideerd;
20-02-2025;00:00:00;21-02-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;852,360;kVArh;Gevalideerd;
20-02-2025;00:00:00;21-02-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;44,825;kVArh;Gevalideerd;
20-02-2025;00:00:00;21-02-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;2276,725;kVArh;Gevalideerd;
21-02-2025;00:00:00;22-02-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;2639,450;kWh;Gevalideerd;
21-02-2025;00:00:00;22-02-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;463,375;kWh;Gevalideerd;
21-02-2025;00:00:00;22-02-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;785,604;kVArh;Gevalideerd;
21-02-2025;00:00:00;22-02-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;42,625;kVArh;Gevalideerd;
21-02-2025;00:00:00;22-02-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;2091,650;kVArh;Gevalideerd;
22-02-2025;00:00:00;23-02-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;0,000;kWh;Gevalideerd;
22-02-2025;00:00:00;23-02-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;775,225;kWh;Gevalideerd;
22-02-2025;00:00:00;23-02-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
22-02-2025;00:00:00;23-02-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;37,675;kVArh;Gevalideerd;
22-02-2025;00:00:00;23-02-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;14,300;kVArh;Gevalideerd;
23-02-2025;00:00:00;24-02-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;0,000;kWh;Gevalideerd;
23-02-2025;00:00:00;24-02-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;757,625;kWh;Gevalideerd;
23-02-2025;00:00:00;24-02-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
23-02-2025;00:00:00;24-02-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;41,525;kVArh;Gevalideerd;
23-02-2025;00:00:00;24-02-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;5,225;kVArh;Gevalideerd;
24-02-2025;00:00:00;25-02-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;2772,000;kWh;Gevalideerd;
24-02-2025;00:00:00;25-02-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;526,900;kWh;Gevalideerd;
24-02-2025;00:00:00;25-02-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;852,294;kVArh;Gevalideerd;
24-02-2025;00:00:00;25-02-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;10,175;kVArh;Gevalideerd;
24-02-2025;00:00:00;25-02-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;2245,925;kVArh;Gevalideerd;
25-02-2025;00:00:00;26-02-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;2682,350;kWh;Gevalideerd;
25-02-2025;00:00:00;26-02-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;551,650;kWh;Gevalideerd;
25-02-2025;00:00:00;26-02-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;892,587;kVArh;Gevalideerd;
25-02-2025;00:00:00;26-02-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;7,150;kVArh;Gevalideerd;
25-02-2025;00:00:00;26-02-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;2248,950;kVArh;Gevalideerd;
26-02-2025;00:00:00;27-02-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;2815,725;kWh;Gevalideerd;
26-02-2025;00:00:00;27-02-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;558,800;kWh;Gevalideerd;
26-02-2025;00:00:00;27-02-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;874,335;kVArh;Gevalideerd;
26-02-2025;00:00:00;27-02-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;7,700;kVArh;Gevalideerd;
26-02-2025;00:00:00;27-02-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;2306,150;kVArh;Gevalideerd;
27-02-2025;00:00:00;28-02-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;2503,325;kWh;Gevalideerd;
27-02-2025;00:00:00;28-02-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;549,450;kWh;Gevalideerd;
27-02-2025;00:00:00;28-02-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;790,997;kVArh;Gevalideerd;
27-02-2025;00:00:00;28-02-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;22,000;kVArh;Gevalideerd;
27-02-2025;00:00:00;28-02-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;2038,850;kVArh;Gevalideerd;
28-02-2025;00:00:00;01-03-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;504,625;kWh;Gevalideerd;
28-02-2025;00:00:00;01-03-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;285,450;kWh;Gevalideerd;
28-02-2025;00:00:00;01-03-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
28-02-2025;00:00:00;01-03-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;58,575;kVArh;Gevalideerd;
28-02-2025;00:00:00;01-03-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;5,775;kVArh;Gevalideerd;
01-03-2025;00:00:00;02-03-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;0,000;kWh;Gevalideerd;
01-03-2025;00:00:00;02-03-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;718,300;kWh;Gevalideerd;
01-03-2025;00:00:00;02-03-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
01-03-2025;00:00:00;02-03-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;58,575;kVArh;Gevalideerd;
01-03-2025;00:00:00;02-03-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;3,850;kVArh;Gevalideerd;
02-03-2025;00:00:00;03-03-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;0,000;kWh;Gevalideerd;
02-03-2025;00:00:00;03-03-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;707,575;kWh;Gevalideerd;
02-03-2025;00:00:00;03-03-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
02-03-2025;00:00:00;03-03-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;65,725;kVArh;Gevalideerd;
02-03-2025;00:00:00;03-03-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;3,025;kVArh;Gevalideerd;
03-03-2025;00:00:00;04-03-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;2435,675;kWh;Gevalideerd;
03-03-2025;00:00:00;04-03-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;267,300;kWh;Gevalideerd;
03-03-2025;00:00:00;04-03-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;684,165;kVArh;Gevalideerd;
03-03-2025;00:00:00;04-03-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;56,650;kVArh;Gevalideerd;
03-03-2025;00:00:00;04-03-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;1748,725;kVArh;Gevalideerd;
04-03-2025;00:00:00;05-03-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;3307,975;kWh;Gevalideerd;
04-03-2025;00:00:00;05-03-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;534,325;kWh;Gevalideerd;
04-03-2025;00:00:00;05-03-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;1006,459;kVArh;Gevalideerd;
04-03-2025;00:00:00;05-03-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;29,425;kVArh;Gevalideerd;
04-03-2025;00:00:00;05-03-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;2701,050;kVArh;Gevalideerd;
05-03-2025;00:00:00;06-03-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;2994,200;kWh;Gevalideerd;
05-03-2025;00:00:00;06-03-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;309,100;kWh;Gevalideerd;
05-03-2025;00:00:00;06-03-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;825,686;kVArh;Gevalideerd;
05-03-2025;00:00:00;06-03-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;16,225;kVArh;Gevalideerd;
05-03-2025;00:00:00;06-03-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;2210,175;kVArh;Gevalideerd;
06-03-2025;00:00:00;07-03-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;3435,575;kWh;Gevalideerd;
06-03-2025;00:00:00;07-03-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;560,175;kWh;Gevalideerd;
06-03-2025;00:00:00;07-03-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;1010,056;kVArh;Gevalideerd;
06-03-2025;00:00:00;07-03-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;21,175;kVArh;Gevalideerd;
06-03-2025;00:00:00;07-03-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;2780,800;kVArh;Gevalideerd;
07-03-2025;00:00:00;08-03-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;3082,750;kWh;Gevalideerd;
07-03-2025;00:00:00;08-03-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;471,900;kWh;Gevalideerd;
07-03-2025;00:00:00;08-03-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;982,087;kVArh;Gevalideerd;
07-03-2025;00:00:00;08-03-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;42,900;kVArh;Gevalideerd;
07-03-2025;00:00:00;08-03-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;2554,200;kVArh;Gevalideerd;
08-03-2025;00:00:00;09-03-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;0,000;kWh;Gevalideerd;
08-03-2025;00:00:00;09-03-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;461,725;kWh;Gevalideerd;
08-03-2025;00:00:00;09-03-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
08-03-2025;00:00:00;09-03-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;124,575;kVArh;Gevalideerd;
08-03-2025;00:00:00;09-03-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;0,275;kVArh;Gevalideerd;
09-03-2025;00:00:00;10-03-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;0,000;kWh;Gevalideerd;
09-03-2025;00:00:00;10-03-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;438,075;kWh;Gevalideerd;
09-03-2025;00:00:00;10-03-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
09-03-2025;00:00:00;10-03-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;126,500;kVArh;Gevalideerd;
09-03-2025;00:00:00;10-03-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
10-03-2025;00:00:00;11-03-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;3142,700;kWh;Gevalideerd;
10-03-2025;00:00:00;11-03-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;438,075;kWh;Gevalideerd;
10-03-2025;00:00:00;11-03-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;1038,729;kVArh;Gevalideerd;
10-03-2025;00:00:00;11-03-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;45,650;kVArh;Gevalideerd;
10-03-2025;00:00:00;11-03-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;2636,425;kVArh;Gevalideerd;
11-03-2025;00:00:00;12-03-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;1624,975;kWh;Gevalideerd;
11-03-2025;00:00:00;12-03-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;558,800;kWh;Gevalideerd;
11-03-2025;00:00:00;12-03-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;481,225;kVArh;Gevalideerd;
11-03-2025;00:00:00;12-03-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;33,825;kVArh;Gevalideerd;
11-03-2025;00:00:00;12-03-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;1281,775;kVArh;Gevalideerd;
12-03-2025;00:00:00;13-03-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;2802,525;kWh;Gevalideerd;
12-03-2025;00:00:00;13-03-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;275,550;kWh;Gevalideerd;
12-03-2025;00:00:00;13-03-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;799,846;kVArh;Gevalideerd;
12-03-2025;00:00:00;13-03-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;56,375;kVArh;Gevalideerd;
12-03-2025;00:00:00;13-03-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;2116,125;kVArh;Gevalideerd;
13-03-2025;00:00:00;14-03-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;1734,700;kWh;Gevalideerd;
13-03-2025;00:00:00;14-03-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;247,775;kWh;Gevalideerd;
13-03-2025;00:00:00;14-03-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;422,769;kVArh;Gevalideerd;
13-03-2025;00:00:00;14-03-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;53,625;kVArh;Gevalideerd;
13-03-2025;00:00:00;14-03-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;1106,325;kVArh;Gevalideerd;
14-03-2025;00:00:00;15-03-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;2991,175;kWh;Gevalideerd;
14-03-2025;00:00:00;15-03-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;468,600;kWh;Gevalideerd;
14-03-2025;00:00:00;15-03-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;971,154;kVArh;Gevalideerd;
14-03-2025;00:00:00;15-03-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;55,825;kVArh;Gevalideerd;
14-03-2025;00:00:00;15-03-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;2490,125;kVArh;Gevalideerd;
15-03-2025;00:00:00;16-03-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;0,000;kWh;Gevalideerd;
15-03-2025;00:00:00;16-03-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;586,025;kWh;Gevalideerd;
15-03-2025;00:00:00;16-03-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
15-03-2025;00:00:00;16-03-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;122,375;kVArh;Gevalideerd;
15-03-2025;00:00:00;16-03-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;0,275;kVArh;Gevalideerd;
16-03-2025;00:00:00;17-03-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;0,000;kWh;Gevalideerd;
16-03-2025;00:00:00;17-03-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;559,075;kWh;Gevalideerd;
16-03-2025;00:00:00;17-03-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
16-03-2025;00:00:00;17-03-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;125,675;kVArh;Gevalideerd;
16-03-2025;00:00:00;17-03-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
17-03-2025;00:00:00;18-03-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;3211,175;kWh;Gevalideerd;
17-03-2025;00:00:00;18-03-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;470,800;kWh;Gevalideerd;
17-03-2025;00:00:00;18-03-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;1028,576;kVArh;Gevalideerd;
17-03-2025;00:00:00;18-03-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;58,575;kVArh;Gevalideerd;
17-03-2025;00:00:00;18-03-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;2675,475;kVArh;Gevalideerd;
18-03-2025;00:00:00;19-03-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;3225,200;kWh;Gevalideerd;
18-03-2025;00:00:00;19-03-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;494,725;kWh;Gevalideerd;
